id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
NvcTjZzys4mUA6MKyPlAQg,finn-hall-houston,Finn Hall,https://s3-media2.fl.yelpcdn.com/bphoto/jdHRTR5Bt5l1PwLGCtLs5g/o.jpg,False,https://www.yelp.com/biz/finn-hall-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,240,"[{'alias': 'food_court', 'title': 'Food Court'}, {'alias': 'modern_european', 'title': 'Modern European'}]",3.9,"{'latitude': 29.758662, 'longitude': -95.363796}","['pickup', 'delivery']","{'address1': '712 Main St', 'address2': '', 'address3': 'The Jones on Main', 'city': 'Houston', 'zip_code': '77002', 'country': 'US', 'state': 'TX', 'display_address': ['712 Main St', 'The Jones on Main', 'Houston, TX 77002']}",+17133575115,(713) 357-5115,610.6689553413097,
C5rYzFMoOiwbhKvCIPib_A,burrito-district-spring,Burrito District,https://s3-media2.fl.yelpcdn.com/bphoto/DrUlWGbNuk1GdCwIITUx7A/o.jpg,False,https://www.yelp.com/biz/burrito-district-spring?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,166,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 30.097127, 'longitude': -95.5376539}","['pickup', 'delivery']","{'address1': '22916 Kuykendahl Rd', 'address2': None, 'address3': '', 'city': 'Spring', 'zip_code': '77389', 'country': 'US', 'state': 'TX', 'display_address': ['22916 Kuykendahl Rd', 'Spring, TX 77389']}",+13467868255,(346) 786-8255,41046.38590534216,
bSkX_JIy-fUqDCjaXmiOdA,yoyo-s-hot-dogs-houston,Yoyo’s Hot Dogs,https://s3-media2.fl.yelpcdn.com/bphoto/NRSrbZ6Yx9zQd_jzFyyV_Q/o.jpg,False,https://www.yelp.com/biz/yoyo-s-hot-dogs-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,26,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'food_court', 'title': 'Food Court'}]",4.8,"{'latitude': 29.766230034039577, 'longitude': -95.36489060552204}",[],"{'address1': '401 Franklin St', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77201', 'country': 'US', 'state': 'TX', 'display_address': ['401 Franklin St', 'Houston, TX 77201']}",+17138396207,(713) 839-6207,594.9260445670832,
0zraA017C5eFd8khHgg5eg,house-of-fries-houston,House of Fries,https://s3-media3.fl.yelpcdn.com/bphoto/9wk4i_LWDIK48fXkUdG2bA/o.jpg,False,https://www.yelp.com/biz/house-of-fries-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,355,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.5,"{'latitude': 29.843105, 'longitude': -95.472766}",['delivery'],"{'address1': '5322 Antoine Dr', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77091', 'country': 'US', 'state': 'TX', 'display_address': ['5322 Antoine Dr', 'Houston, TX 77091']}",+17136824111,(713) 682-4111,14072.428173514365,
_nV5h8XHBhWaS-6y3sd9kQ,trendy-dumpling-houston,Trendy Dumpling,https://s3-media2.fl.yelpcdn.com/bphoto/Ts2vNM9pNbyCQqCh_kclzQ/o.jpg,False,https://www.yelp.com/biz/trendy-dumpling-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,981,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.2,"{'latitude': 29.72856, 'longitude': -95.43209}","['delivery', 'pickup']","{'address1': '3285 Sw Fwy', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77027', 'country': 'US', 'state': 'TX', 'display_address': ['3285 Sw Fwy', 'Houston, TX 77027']}",+17137509398,(713) 750-9398,7948.840489469542,
BknpHnUmB0I2HXFDUZgUiA,citizens-of-montrose-houston-2,Citizens Of Montrose,https://s3-media1.fl.yelpcdn.com/bphoto/kj_gEeSVTiMTkVvn-itP5A/o.jpg,False,https://www.yelp.com/biz/citizens-of-montrose-houston-2?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,159,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 29.7444041, 'longitude': -95.3906246}","['pickup', 'delivery']","{'address1': '907 Westheimer Rd', 'address2': 'Ste C', 'address3': '', 'city': 'Houston', 'zip_code': '77006', 'country': 'US', 'state': 'TX', 'display_address': ['907 Westheimer Rd', 'Ste C', 'Houston, TX 77006']}",,,3612.944601267335,
0-HP4KRhvLgMEEJ0gjqIIw,little-patagonia-houston-2,Little Patagonia,https://s3-media3.fl.yelpcdn.com/bphoto/kAYXvoqQTB_LTUgrMIpRrw/o.jpg,False,https://www.yelp.com/biz/little-patagonia-houston-2?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,43,"[{'alias': 'empanadas', 'title': 'Empanadas'}, {'alias': 'argentine', 'title': 'Argentine'}]",4.6,"{'latitude': 29.7387306, 'longitude': -95.47025209456154}",[],"{'address1': '5393 Westheimer Rd', 'address2': 'Ste B', 'address3': None, 'city': 'Houston', 'zip_code': '77056', 'country': 'US', 'state': 'TX', 'display_address': ['5393 Westheimer Rd', 'Ste B', 'Houston, TX 77056']}",+18328046905,(832) 804-6905,10985.268441903638,
pu1jfNpHP2HRniFxPg5tvQ,angry-moms-kitchen-houston,Angry Mom's Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/pueO3ZyGcws99LGRrtQBGw/o.jpg,False,https://www.yelp.com/biz/angry-moms-kitchen-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,56,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'panasian', 'title': 'Pan Asian'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.1,"{'latitude': 29.7334, 'longitude': -95.48208}","['pickup', 'delivery']","{'address1': '5832 Fairdale Ln', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77057', 'country': 'US', 'state': 'TX', 'display_address': ['5832 Fairdale Ln', 'Houston, TX 77057']}",+12813464803,(281) 346-4803,12241.361963780122,
1vltJyNpgYyFPsXbPZsIcA,the-signature-kafe-houston,The Signature Kafe,https://s3-media3.fl.yelpcdn.com/bphoto/p-uJGCynUnSr0KFODF3ALw/o.jpg,False,https://www.yelp.com/biz/the-signature-kafe-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,14,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",4.4,"{'latitude': 29.7383574396372, 'longitude': -95.3797864168882}",[],"{'address1': '3722 Main St', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77002', 'country': 'US', 'state': 'TX', 'display_address': ['3722 Main St', 'Houston, TX 77002']}",+17135288561,(713) 528-8561,3372.4857088366693,
KDkl-gEvbOyEYzuI6JNAlA,mandolas-deli-houston,Mandola's Deli,https://s3-media1.fl.yelpcdn.com/bphoto/i_XtpsPzT5HDArPflDGA4Q/o.jpg,False,https://www.yelp.com/biz/mandolas-deli-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,338,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.4,"{'latitude': 29.73755, 'longitude': -95.33926}","['pickup', 'delivery']","{'address1': '4105 Leeland St', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77023', 'country': 'US', 'state': 'TX', 'display_address': ['4105 Leeland St', 'Houston, TX 77023']}",+17132235186,(713) 223-5186,3452.877569490934,
D_yMrUddfD9aJA3BE7T1hw,the-cuban-cafe-la-porte,The Cuban Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/_hycHhRGEz9BQ1y_0LFiuw/o.jpg,False,https://www.yelp.com/biz/the-cuban-cafe-la-porte?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,24,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.9,"{'latitude': 29.65447, 'longitude': -95.01201}","['pickup', 'delivery']","{'address1': '708 Park Dr', 'address2': '', 'address3': None, 'city': 'La Porte', 'zip_code': '77571', 'country': 'US', 'state': 'TX', 'display_address': ['708 Park Dr', 'La Porte, TX 77571']}",+12819414424,(281) 941-4424,35715.91730826578,
kbJU1XZ5ykowPwY5-Qa1nA,baguettea-no-title,Baguettea,https://s3-media2.fl.yelpcdn.com/bphoto/NAz-66o9aIrnXW6_knKaaQ/o.jpg,False,https://www.yelp.com/biz/baguettea-no-title?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,32,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.9,"{'latitude': 29.94253, 'longitude': -95.4627}",[],"{'address1': '11078 Veterans Memorial Dr', 'address2': 'Ste 275', 'address3': '', 'city': 'Houston', 'zip_code': '77067', 'country': 'US', 'state': 'TX', 'display_address': ['11078 Veterans Memorial Dr', 'Ste 275', 'Houston, TX 77067']}",+12815067118,(281) 506-7118,22229.812694329215,
c4c9UsbmPZANO_El_qHkZg,brothers-taco-house-houston,Brothers Taco House,https://s3-media4.fl.yelpcdn.com/bphoto/JCOYdDn_yPr-ieCy8g12QA/o.jpg,False,https://www.yelp.com/biz/brothers-taco-house-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,504,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.2,"{'latitude': 29.74527762054844, 'longitude': -95.35687345214384}",['pickup'],"{'address1': '1604 Emancipation Ave', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77003', 'country': 'US', 'state': 'TX', 'display_address': ['1604 Emancipation Ave', 'Houston, TX 77003']}",+17132230091,(713) 223-0091,1995.7836155325463,
LHIsYBkPlCSiLmaoo3xnhQ,burger-bodega-houston-2,Burger Bodega,https://s3-media2.fl.yelpcdn.com/bphoto/AdRGliGNisWE2dokNfBQjQ/o.jpg,False,https://www.yelp.com/biz/burger-bodega-houston-2?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,345,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.2,"{'latitude': 29.770682, 'longitude': -95.407109}","['pickup', 'delivery']","{'address1': '4520 Washington Ave', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77007', 'country': 'US', 'state': 'TX', 'display_address': ['4520 Washington Ave', 'Houston, TX 77007']}",,,4629.648839678193,
WuOUVF3rPsFSj8osEBbYWw,local-foods-houston-10,Local Foods,https://s3-media3.fl.yelpcdn.com/bphoto/vTGxPe3x6Zwfv9OEGaB8RQ/o.jpg,False,https://www.yelp.com/biz/local-foods-houston-10?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,386,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.4,"{'latitude': 29.783645, 'longitude': -95.398487}",['delivery'],"{'address1': '714 Yale St', 'address2': 'Ste 1A', 'address3': None, 'city': 'Houston', 'zip_code': '77007', 'country': 'US', 'state': 'TX', 'display_address': ['714 Yale St', 'Ste 1A', 'Houston, TX 77007']}",+17133606133,(713) 360-6133,4368.947574844298,
VQZF4hu7faCkUaJ9RDRpeQ,local-foods-houston,Local Foods,https://s3-media1.fl.yelpcdn.com/bphoto/2Qr_peyl2qy3APwTzKUokw/o.jpg,False,https://www.yelp.com/biz/local-foods-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,1819,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 29.7195096809181, 'longitude': -95.4164240674591}",['delivery'],"{'address1': '2424 Dunstan Rd', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77005', 'country': 'US', 'state': 'TX', 'display_address': ['2424 Dunstan Rd', 'Houston, TX 77005']}",+17135217800,(713) 521-7800,7289.546669017386,
sb6MqLdrWt6BgivSwlapIw,krazy-katsu-and-udon-houston-6,Krazy Katsu & Udon,https://s3-media1.fl.yelpcdn.com/bphoto/Ru3_wxeVIAr8Oc_i5IvGTA/o.jpg,False,https://www.yelp.com/biz/krazy-katsu-and-udon-houston-6?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,233,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 29.736847738175857, 'longitude': -95.5149231354308}","['delivery', 'pickup']","{'address1': '8401 Westheimer Rd', 'address2': 'Ste 165', 'address3': '', 'city': 'Houston', 'zip_code': '77063', 'country': 'US', 'state': 'TX', 'display_address': ['8401 Westheimer Rd', 'Ste 165', 'Houston, TX 77063']}",+17138145923,(713) 814-5923,15241.073138975928,
5cK78fVwqJugHGuyR7N21g,lyric-market-houston,Lyric Market,https://s3-media2.fl.yelpcdn.com/bphoto/ISK9JmCO4I9BTct7qMpYag/o.jpg,False,https://www.yelp.com/biz/lyric-market-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,53,"[{'alias': 'food_court', 'title': 'Food Court'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 29.763105167645374, 'longitude': -95.3645956}",[],"{'address1': '411 Smith St', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77002', 'country': 'US', 'state': 'TX', 'display_address': ['411 Smith St', 'Houston, TX 77002']}",+17134051391,(713) 405-1391,448.044617106223,
RQACBE17RBjDMF2sVdn9cw,the-gypsy-poet-houston-4,The Gypsy Poet,https://s3-media2.fl.yelpcdn.com/bphoto/910GPTw6TtVH8WwZ5kx9aQ/o.jpg,False,https://www.yelp.com/biz/the-gypsy-poet-houston-4?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,629,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.7,"{'latitude': 29.74416, 'longitude': -95.37029}","['pickup', 'delivery']","{'address1': '2404 Austin St', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77004', 'country': 'US', 'state': 'TX', 'display_address': ['2404 Austin St', 'Houston, TX 77004']}",+12818888663,(281) 888-8663,2326.565626972524,
B1KUkr592CRsTD7hzhpVjw,azteca-taco-house-houston,AZTECA Taco House,https://s3-media3.fl.yelpcdn.com/bphoto/AKWK8wsOKyRyUoVdtDv3kQ/o.jpg,False,https://www.yelp.com/biz/azteca-taco-house-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,65,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.7,"{'latitude': 29.879736, 'longitude': -95.330429}","['pickup', 'delivery']","{'address1': '3801 Hopper Rd', 'address2': 'Ste B', 'address3': None, 'city': 'Houston', 'zip_code': '77093', 'country': 'US', 'state': 'TX', 'display_address': ['3801 Hopper Rd', 'Ste B', 'Houston, TX 77093']}",+18324869775,(832) 486-9775,13282.892130854689,
Vg52M5BMXQvAQNDSwHx-fg,broke-da-mouth-treats-friendswood,Broke Da Mouth Treats,https://s3-media1.fl.yelpcdn.com/bphoto/OL4N_GOAlAukpbxuDCf5LA/o.jpg,False,https://www.yelp.com/biz/broke-da-mouth-treats-friendswood?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,5,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}]",4.4,"{'latitude': 29.53069543881942, 'longitude': -95.2037933}",[],"{'address1': '214 S Friendswood Dr', 'address2': None, 'address3': '', 'city': 'Friendswood', 'zip_code': '77546', 'country': 'US', 'state': 'TX', 'display_address': ['214 S Friendswood Dr', 'Friendswood, TX 77546']}",+13465242770,(346) 524-2770,29918.801603724274,
